,accession,seq_definition,seq_length,GBSeq_organism,GBSeq_taxonomy,GBReference_title,Submission_Date,organism,mol_type,strain,host,country,db_xref,segment,collection_date
14,MT199585,"Borna disease virus isolate SAA186 nonfunctional p23 protein (P) gene, partial sequence",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Saanen goat,Japan,taxon:12455,,2019
15,MT199584,"Borna disease virus isolate SAA1914 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Saanen goat,Japan,taxon:12455,,2019
16,MT199583,"Borna disease virus isolate 0648F p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
17,MT199582,"Borna disease virus isolate 2173F p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
18,MT199581,"Borna disease virus isolate 0996F p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
19,MT199580,"Borna disease virus isolate COL2962 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2014
20,MT199579,"Borna disease virus isolate COL2482 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2014
21,MT199578,"Borna disease virus isolate COL15 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2014
22,MT199577,"Borna disease virus isolate SN13188 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
23,MT199576,"Borna disease virus isolate PONS13188 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
24,MT199575,"Borna disease virus isolate PIT13188 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
25,MT199574,"Borna disease virus isolate OVC13188 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
26,MT199573,"Borna disease virus isolate CE13188 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
27,MT199572,"Borna disease virus isolate CB13188 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
28,MT199571,"Borna disease virus isolate ADG13188 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
29,MT199570,"Borna disease virus isolate SCB13188 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2019
30,MT199569,"Borna disease virus isolate TB7162 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Thoroughbred horse,Japan,taxon:12455,,2008
31,MT199568,"Borna disease virus isolate PONS6883 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2006
32,MT199567,"Borna disease virus isolate CE6883 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2006
33,MT199566,"Borna disease virus isolate CB6883 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2006
34,MT199565,"Borna disease virus isolate 1663 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2013
35,MT199564,"Borna disease virus isolate 7994 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Holstein Friesian cattle,Japan,taxon:12455,,2010
36,MT199563,"Borna disease virus isolate JB1106 p23 protein (P) gene, partial cds",268,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,The genetic diversity of Borna disease virus (BoDV) infer the different origins of outbreak in Japan,28-SEP-2021,Borna disease virus,viral cRNA,,Japanese black cattle,Japan,taxon:12455,,2008
37,MP464292,Sequence 9 from Patent EP3597759,16,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,BORNA VIRAL VECTOR AND USE THEREOF,15-MAY-2020,Borna disease virus,unassigned DNA,,,,taxon:12455,,
38,MP464284,Sequence 1 from Patent EP3597759,8908,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,BORNA VIRAL VECTOR AND USE THEREOF,15-MAY-2020,Borna disease virus,unassigned DNA,,,,taxon:12455,,
39,MA626474,WO 2018168586-A/9: Borna virus vector and use thereof,16,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Borna virus vector and use thereof,26-DEC-2018,Borna disease virus,unassigned DNA,,,,taxon:12455,,
40,MA626466,WO 2018168586-A/1: Borna virus vector and use thereof,8908,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Borna virus vector and use thereof,26-DEC-2018,Borna disease virus,unassigned DNA,,,,taxon:12455,,
41,MA427859,JP 2018148865-A/9: Borna virus vector and use thereof,16,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Borna virus vector and use thereof,26-DEC-2018,Borna disease virus,unassigned DNA,,,,taxon:12455,,
42,MA427851,JP 2018148865-A/1: Borna virus vector and use thereof,8908,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Borna virus vector and use thereof,26-DEC-2018,Borna disease virus,unassigned DNA,,,,taxon:12455,,
43,MF448520,"Borna disease virus isolate 81_P40A phosphoprotein P40 gene, partial cds",678,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Direct Submission,30-APR-2018,Borna disease virus,viral cRNA,,Homo sapiens; woman with bipolar disorder,Iran,taxon:12455,,09-Apr-2016
44,AY705792,"Borna disease virus rescue plasmid pBRT7-HrBDVnc, complete sequence",12829,Borna disease virus rescue plasmid pBRT7-HrBDVnc,other sequences; artificial sequences; vectors,Genome trimming: a unique strategy for replication control employed by Borna disease virus,01-JAN-2005,Borna disease virus rescue plasmid pBRT7-HrBDVnc,other DNA,,,,taxon:306375,,
45,AY705791,"Borna disease virus rescue plasmid pBRT7-HrBDVc, complete sequence",12833,Borna disease virus rescue plasmid pBRT7-HrBDVc,other sequences; artificial sequences; vectors,Genome trimming: a unique strategy for replication control employed by Borna disease virus,01-JAN-2005,Borna disease virus rescue plasmid pBRT7-HrBDVc,other DNA,,,,taxon:306374,,
46,JA764292,Sequence 11 from Patent EP2415866,16,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,VECTOR UTILIZING BORNA DISEASE VIRUS AND USE THEREOF,12-FEB-2012,Borna disease virus,unassigned DNA,,,,taxon:12455,,
47,JA764282,Sequence 1 from Patent EP2415866,8908,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,VECTOR UTILIZING BORNA DISEASE VIRUS AND USE THEREOF,12-FEB-2012,Borna disease virus,unassigned DNA,,,,taxon:12455,,
48,FW570967,WO 2010113647-A/11: Virus vector using Borna disease virus and use thereof,16,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Virus vector using Borna disease virus and use thereof,28-JAN-2011,Borna disease virus,unassigned DNA,,,,taxon:12455,,
49,FW570957,WO 2010113647-A/1: Virus vector using Borna disease virus and use thereof,8908,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Virus vector using Borna disease virus and use thereof,28-JAN-2011,Borna disease virus,unassigned DNA,,,,taxon:12455,,
50,FW305371,Virus vector using Borna disease virus,1062,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Virus vector using Borna disease virus,31-MAY-2010,Borna disease virus,unassigned DNA,,,,taxon:12455,,
51,FW305368,Virus vector using Borna disease virus,8908,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Virus vector using Borna disease virus,31-MAY-2010,Borna disease virus,unassigned DNA,,,,taxon:12455,,
52,GN350674,Sequence 438 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
53,GN350673,Sequence 437 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
54,GN350672,Sequence 436 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
55,GN350671,Sequence 435 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
56,GN350670,Sequence 434 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
57,GN350669,Sequence 433 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
58,GN350668,Sequence 432 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
59,GN350667,Sequence 431 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
60,GN350666,Sequence 430 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
61,GN350665,Sequence 429 from Patent WO2007130519,60,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Viral nucleic acid microarray and method of use,12-MAY-2009,Borna disease virus,unassigned DNA,,,,taxon:12455,,
62,D10473,Borna disease virus mRNA for P24 protein,693,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Analysis of Borna disease virus-specific RNAs in infected cells and tissues,29-APR-1993,Borna disease virus,mRNA,,,,taxon:12455,,
63,D85768,"Borna disease virus mRNA, p24 region, strain: BDV-512",482,Borna disease virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Bornaviridae,Lack of association of Borna disease virus and human T-cell leukemia virus type 1 infections with psychiatric disorders among Japanese patients,16-FEB-2006,Borna disease virus,mRNA,,,,taxon:12455,,
64,NC_033693,"Bouboui virus strain DAK AR B490 polyprotein gene, complete cds",10173,Bouboui virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Orthoflavivirus; Orthoflavivirus boubouiense,Genomics and evolution of Aedes-borne flaviviruses,16-FEB-2017,Bouboui virus,genomic RNA,DAK AR B490,,Central African Republic,taxon:64295,,
65,EU073976,"Bouboui virus strain Dak Ar B 490 NS5 gene, partial cds",232,Bouboui virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Orthoflavivirus; Orthoflavivirus boubouiense,A real-time RT-PCR method for the universal detection and identification of flaviviruses,21-FEB-2008,Bouboui virus,genomic RNA,Dak Ar B 490,,Central African Republic,taxon:64295,,
66,AF013364,"Bouboui virus strain DakAr B490 NS5 protein (NS5) gene, partial cds",1035,Bouboui virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Orthoflavivirus; Orthoflavivirus boubouiense,Phylogeny of the genus Flavivirus,30-DEC-1997,Bouboui virus,genomic RNA,DakAr B490,,,taxon:64295,,
67,DQ859057,"Bouboui virus strain DAK AR B490 polyprotein gene, complete cds",10173,Bouboui virus,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Orthoflavivirus; Orthoflavivirus boubouiense,Genomics and evolution of Aedes-borne flaviviruses,16-SEP-2009,Bouboui virus,genomic RNA,DAK AR B490,,Central African Republic,taxon:64295,,
68,OR420902,"Bovine mastadenovirus B isolate 2016-01 hexon gene, partial cds",694,Bovine mastadenovirus B,Viruses; Varidnaviria; Bamfordvirae; Preplasmiviricota; Tectiliviricetes; Rowavirales; Adenoviridae; Mastadenovirus,Direct Submission,03-OCT-2023,Bovine mastadenovirus B,genomic DNA,,Bos taurus,Mongolia,taxon:129950,,2016
69,AC_000002,"Bovine adenovirus B, complete genome",34446,Bovine mastadenovirus B,Viruses; Varidnaviria; Bamfordvirae; Preplasmiviricota; Tectiliviricetes; Rowavirales; Adenoviridae; Mastadenovirus,Genetic content and evolution of adenoviruses,01-DEC-2004,Bovine mastadenovirus B,genomic DNA,,,,taxon:129950,,
70,GN350694,Sequence 458 from Patent WO2007130519,60,Bovine mastadenovirus B,Viruses; Varidnaviria; Bamfordvirae; Preplasmiviricota; Tectiliviricetes; Rowavirales; Adenoviridae; Mastadenovirus,Viral nucleic acid microarray and method of use,12-MAY-2009,Bovine mastadenovirus B,unassigned DNA,,,,taxon:129950,,
71,GN350693,Sequence 457 from Patent WO2007130519,60,Bovine mastadenovirus B,Viruses; Varidnaviria; Bamfordvirae; Preplasmiviricota; Tectiliviricetes; Rowavirales; Adenoviridae; Mastadenovirus,Viral nucleic acid microarray and method of use,12-MAY-2009,Bovine mastadenovirus B,unassigned DNA,,,,taxon:129950,,
72,GN350692,Sequence 456 from Patent WO2007130519,60,Bovine mastadenovirus B,Viruses; Varidnaviria; Bamfordvirae; Preplasmiviricota; Tectiliviricetes; Rowavirales; Adenoviridae; Mastadenovirus,Viral nucleic acid microarray and method of use,12-MAY-2009,Bovine mastadenovirus B,unassigned DNA,,,,taxon:129950,,
73,GN350691,Sequence 455 from Patent WO2007130519,60,Bovine mastadenovirus B,Viruses; Varidnaviria; Bamfordvirae; Preplasmiviricota; Tectiliviricetes; Rowavirales; Adenoviridae; Mastadenovirus,Viral nucleic acid microarray and method of use,12-MAY-2009,Bovine mastadenovirus B,unassigned DNA,,,,taxon:129950,,
