,accession,seq_definition,seq_length,GBSeq_organism,GBSeq_taxonomy,GBReference_title,Submission_Date,organism,mol_type,strain,host,country,db_xref,segment,collection_date
10,PF122916,KR 1020230085929-A/38: NUCLEIC ACID CONSTRUCTS FOR VA RNA TRANSCRIPTION,201,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NUCLEIC ACID CONSTRUCTS FOR VA RNA TRANSCRIPTION,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
11,PF122915,KR 1020230085929-A/37: NUCLEIC ACID CONSTRUCTS FOR VA RNA TRANSCRIPTION,201,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NUCLEIC ACID CONSTRUCTS FOR VA RNA TRANSCRIPTION,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
12,PF121218,KR 1020230085170-A/66: NUCLEIC ACID CONSTRUCTS FOR SIMULTANEOUS GENE ACTIVATION,157,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NUCLEIC ACID CONSTRUCTS FOR SIMULTANEOUS GENE ACTIVATION,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
13,PF121216,KR 1020230085170-A/64: NUCLEIC ACID CONSTRUCTS FOR SIMULTANEOUS GENE ACTIVATION,6,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NUCLEIC ACID CONSTRUCTS FOR SIMULTANEOUS GENE ACTIVATION,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
14,PF121215,KR 1020230085170-A/63: NUCLEIC ACID CONSTRUCTS FOR SIMULTANEOUS GENE ACTIVATION,201,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NUCLEIC ACID CONSTRUCTS FOR SIMULTANEOUS GENE ACTIVATION,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
15,PF121214,KR 1020230085170-A/62: NUCLEIC ACID CONSTRUCTS FOR SIMULTANEOUS GENE ACTIVATION,201,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NUCLEIC ACID CONSTRUCTS FOR SIMULTANEOUS GENE ACTIVATION,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
16,PF067332,KR 1020230066453-A/496: NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,141,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
17,PF067331,KR 1020230066453-A/495: NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,141,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
18,PF067282,KR 1020230066453-A/441: NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,16,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
19,PF067278,KR 1020230066453-A/437: NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,16,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
20,PF066652,KR 1020230066615-A/71: CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),16,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
21,PF066644,KR 1020230066615-A/61: CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),6,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
22,PF066642,KR 1020230066615-A/55: CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),91,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
23,PF066641,KR 1020230066615-A/54: CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),90,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
24,PF066643,KR 1020230066615-A/60: CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),16,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
25,PF066640,KR 1020230066615-A/53: CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),140,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
26,PF066639,KR 1020230066615-A/52: CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),165,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
27,PF066591,KR 1020230066615-A/2: CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),141,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
28,PF066590,KR 1020230066615-A/1: CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),141,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,CLOSED-ENDED DNA VECTORS AND USES THEREOF FOR EXPRESSING PHENYLALANINE HYDROXYLASE (PAH),15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
29,PF056792,KR 1020230074485-A/26: METHOD OF MAKING RECOMBINANT AAVS,939,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,METHOD OF MAKING RECOMBINANT AAVS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
30,PF056791,KR 1020230074485-A/24: METHOD OF MAKING RECOMBINANT AAVS,1195,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,METHOD OF MAKING RECOMBINANT AAVS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
31,PF056790,KR 1020230074485-A/22: METHOD OF MAKING RECOMBINANT AAVS,1589,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,METHOD OF MAKING RECOMBINANT AAVS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
32,PF056789,KR 1020230074485-A/20: METHOD OF MAKING RECOMBINANT AAVS,1866,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,METHOD OF MAKING RECOMBINANT AAVS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
33,PF056788,KR 1020230074485-A/19: METHOD OF MAKING RECOMBINANT AAVS,1866,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,METHOD OF MAKING RECOMBINANT AAVS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
34,PF056780,KR 1020230074485-A/3: METHOD OF MAKING RECOMBINANT AAVS,2208,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,METHOD OF MAKING RECOMBINANT AAVS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
35,PF067385,KR 1020230066453-A/549: NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,80,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
36,PF067386,KR 1020230066453-A/550: NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,91,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
37,PF067383,KR 1020230066453-A/547: NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,91,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
38,PF067381,KR 1020230066453-A/545: NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,140,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
39,PF067380,KR 1020230066453-A/544: NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,165,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,NON-VIRAL DNA VECTORS AND USES THEREOF FOR EXPRESSING FVIII THERAPEUTICS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
40,PE405712,"KR 1020230056669-A/207: COMPOSITIONS OF DNA MOLECULES, METHODS OF MAKING THEREFOR, AND METHODS OF USE THEREOF",99,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,"COMPOSITIONS OF DNA MOLECULES, METHODS OF MAKING THEREFOR, AND METHODS OF USE THEREOF",15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
41,PE405682,"KR 1020230056669-A/177: COMPOSITIONS OF DNA MOLECULES, METHODS OF MAKING THEREFOR, AND METHODS OF USE THEREOF",16,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,"COMPOSITIONS OF DNA MOLECULES, METHODS OF MAKING THEREFOR, AND METHODS OF USE THEREOF",15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
42,PE405681,"KR 1020230056669-A/176: COMPOSITIONS OF DNA MOLECULES, METHODS OF MAKING THEREFOR, AND METHODS OF USE THEREOF",23,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,"COMPOSITIONS OF DNA MOLECULES, METHODS OF MAKING THEREFOR, AND METHODS OF USE THEREOF",15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
43,PE315796,KR 1020230006058-A/45: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5126,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
44,PE315795,KR 1020230006058-A/44: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5542,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
45,PE315794,KR 1020230006058-A/43: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5337,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
46,PE315793,KR 1020230006058-A/42: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5993,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
47,PE315792,KR 1020230006058-A/41: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5618,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
48,PE315791,KR 1020230006058-A/40: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5355,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
49,PE315781,KR 1020230006058-A/30: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,6054,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
50,PE315790,KR 1020230006058-A/39: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5905,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
51,PE315789,KR 1020230006058-A/38: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5728,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
52,PE315788,KR 1020230006058-A/37: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5383,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
53,PE315787,KR 1020230006058-A/36: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5160,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
54,PE315786,KR 1020230006058-A/35: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5178,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
55,PE315785,KR 1020230006058-A/34: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5156,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
56,PE315784,KR 1020230006058-A/33: ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,5311,adeno-associated virus 2,Viruses; Monodnaviria; Shotokuvirae; Cossaviricota; Quintoviricetes; Piccovirales; Parvoviridae; Parvovirinae; Dependoparvovirus; Dependoparvovirus primate1,ADENO-ASSOCIATED VIRUS FACTOR VIII VECTORS,15-FEB-2024,adeno-associated virus 2,unassigned DNA,,,,taxon:10804,,
